Name,Latitude,Longitude
Kempapura,13.04956667,77.59264967
Allalasandra (Level Crossing),13.08466667,77.593533
Yelahanka Police Station,13.09528611,77.59411355
Yelahanka N.E.S Office,13.09826667,77.591033
Sharavathi Hotel (Yelahanka),13.0925,77.585833
Chikkabommasandra (New Town),13.09563333,77.57894967
Yelahanka (Sat Town) Bus stand,13.0957,77.57889967
Yelahanka Dairy Circle,13.09971666,77.57678301
Chikkabommasandra,13.08966667,77.57616635
Yelahanka (13th Main RD),13.093,77.586333
Kodigehalli Gate,13.05745,77.593583
Military Dairy Farm Gate,13.05745,77.59358299
BRV Parade Ground (PHQ),12.97938333,77.60234966
Super Talkies,12.96728333,77.56753301
Bull Temple RD,12.95625,77.56753301
Uma Theater,12.9536,77.56714968
Apex Bank,12.93703333,77.55401636
Nagendra 4th Cross,12.93723333,77.55206636
Avalahalli,12.93933333,77.5385997
Avalahalli BDA Complex,12.93938333,77.53808303
Girinagara,12.94061111,77.5458858
Muneshwara Block 5th Main,12.93873333,77.54238302
Nirmala Stores,12.93696667,77.55603302
Ganesh Bhavan,12.93831667,77.56687968
Ramakrishna Ashrama,12.94258167,77.56731635
Goodshed Road,12.96796111,77.56820801
Vidhan Soudha,12.97873333,77.59176633
K.R.Circle (Post Office RD),12.97526667,77.58576634
Mysore Bank (Post Office Rd),12.97295,77.58166634
Sujatha Talkies,12.9825,77.56279968
Ganeshgudi,12.9574,77.52851637
Vijayanagar (Depot-5),12.97181667,77.53768303
Gopalapuram,12.98078333,77.55839969
Lalbagh West Gate,12.9485,77.58011634
Telephone Exchange,12.9226,77.58361634
J.P. Nagar (6th Ph),12.90648333,77.57596634
J.P.Nagar,12.90635,77.57764967
Indira Gandhi Circle,12.91093333,77.57849967
Indiranagar 100 FT RD (6th Mai,12.97431666,77.6410663
Doopanahalli,12.9633,77.6416163
Domlur Bridge,12.95836667,77.64134963
Koramangala (IIPM),12.93436666,77.62373298
Central Silk Board (BTM),12.91728333,77.62263297
Raggigudda,12.91675,77.59371633
Udipi Garden(Btm Layout 16th M,12.91648333,77.61103298
Central Silk  Board Jn.,12.91671666,77.62129964
Canara Bank (IIPM Koramangala),12.93446667,77.62381631
Ncc Bridge (Koramangala),12.93843333,77.62911631
Ejipura Jn. (Srinivasagilu),12.93845,77.63256631
Thippasandra Cross,12.97435,77.64689963
Jeevan Bhima Nagar Police Stat,12.96761666,77.65543295
Srinagar,12.9442,77.55463302
Apex Bank (Srinagar),12.9419,77.55508302
Mysore Bank Colony,12.93873333,77.55278302
Kattriguppe,12.92523333,77.55029969
Kamakya (Depot-13),12.92376667,77.55411636
Devegowda Petrol Bunk,12.92238333,77.56029968
Kims Hospital,12.92456667,77.56433301
Jayanagar Water Tank,12.91673333,77.60669965
Udupi Garden,12.91664166,77.61068854
Kuvempu Nagar (BTM),12.91643333,77.61576632
Madiwal Ayyappa Temple,12.9233,77.61896632
Kendriya Sadhan,12.92676667,77.62064964
Koramangala (BDA Complex),12.93085,77.62223297
Koramangala (Opp Oasis Mall),12.93783333,77.62769964
Hero Honda,12.95521667,77.64133296
Indiranagar 100 FT RD (13th Ma,12.96855,77.64134963
Thippasandra Market,12.97245,77.65074962
DRDO (CV Raman Nagar),12.98436667,77.66101629
C V  Raman Nagara,12.98565,77.66401629
DRDO Gate,12.98118333,77.65804962
LRD Camp,12.98006667,77.65493295
CGHS,12.97866666,77.65374129
BEML Gate (Thippasandra),12.9761,77.65551629
State Bank (Jeevan Bhimanagar),12.96681667,77.66126629
Jeevan Bhima Nagar Bus Stand,12.96596666,77.65786629
Petrol Pump (Indiranagara),12.96768333,77.65464962
C.M.H Hospital,12.97841667,77.6461163
Indiranagar Police station,12.97728333,77.64093296
Indiranagar 6th Main,12.97403333,77.6411663
Indiranagar 13th Main Road,12.9682,77.6414163
Yarabnagar,12.91575,77.56944968
Banashankari (Mono Type),12.92230555,77.57032468
Banashankari (B.D.A. Complex),12.92458333,77.56469968
Sitha circle,12.93768333,77.54953302
Mysore Bank Colony (Girinagara,12.93853333,77.55331636
Srinivasa Nagar,12.93815,77.55649969
Srinagar,12.9443,77.55468302
Shastri Bakery,12.92315,77.573833
Kaveri Nagar,12.9192,77.56908301
Dayananda College (ISRO),12.90956667,77.56576635
Kumarswamy Layout Police Stati,12.90561667,77.56299968
Kumarswamy Layout Bus Stand,12.90305,77.56179968
Kims Hospital/Makkal Koota,12.96078333,77.57494967
Kalasipalayam,12.9639,77.57758301
Mahila Samaj,12.95305,77.57359968
National College,12.9497,77.57376635
M.M.Industries,12.92921667,77.57368301
Chikkalasandra,12.90841666,77.54828302
Sarige Nagar,12.9069,77.54576636
Uttarahalli Bus stand,12.905,77.54339969
Bank Colony,12.90991666,77.55036636
Chikkalasandra Cross,12.9117,77.55229969
Hunasemara,12.91985,77.574233
M M Industries,12.92921666,77.57368301
Basavanagudi Police Station,12.94211666,77.57374968
National College (K.R. RD),12.94965,77.57369968
Mahila Samaj (K.R. RD),12.95305,77.57366635
Makkala Koota,12.9573,77.57359968
Kalasipalyam Bus Stand,12.96363333,77.57664967
Kenchana halli,12.93176667,77.51566638
Kanakadas Circle (Double road),12.91463333,77.52069971
BEML 5th Stage,12.90996667,77.52106637
Channasandra (Swathi Clinic),12.90438333,77.52104971
Channasandra layout,12.9032,77.51696638
Srinivasa pura,12.90385,77.50859971
Channasandra layout (Uttarahal,12.9034,77.51586638
Channasandra (Uttarahalli RD),12.90265,77.52066637
BEML Complex,12.91941667,77.52034971
R.R. Petrol Bunk,12.93278333,77.51614971
Nayanda halli,12.94347206,77.52637821
Quality Biscuits Factory,12.94687222,77.53116637
Sirsi Circle,12.96026666,77.55953302
Ryan Circle,12.96048333,77.56806635
Binny Mill,12.97758333,77.57113301
Central (Rajiv Gandhi Circle),12.99675,77.57128301
Widia School,13.05076667,77.50771638
Saptagiri College,13.0667,77.50324972
Apartment (Nelamangala),13.07323333,77.50299972
Chikka Banavara,13.08185,77.50024972
Sante Maidan (Tumkur Road),13.08043333,77.50243305
Railway Gate (Chikka Banavara,13.07555,77.50471639
Saptagiri College,13.06685,77.50333305
Bone Mill,13.0639,77.50504972
Bagal Gunte,13.05731667,77.50713305
Link Road (Seshadripuram),12.99438333,77.57384968
R M C (Yeshwanthpura),13.02436667,77.54763302
S R S Kalyanamanatapa,13.03411667,77.5306497
Peenya (1st Stage),13.03613333,77.52516638
Morrison Factory,13.05045,77.49229973
Jindal Factory,13.0534,77.4838164
Madavara,13.05663333,77.47401641
Vishwashanti Ashrama,13.08281667,77.41893309
Nelamangala,13.09805,77.39453311
Janapriya  Apartment (Nelamang,13.09151667,77.40789977
Ashrama (Tumkur RD),13.08443333,77.41666643
Makali,13.06588333,77.45323308
Madanayakanahalli,13.06138333,77.46101641
Jindal Factory (Tumkur RD),13.05351667,77.48448306
Morrison,13.05071667,77.49223306
Peenya 1st,13.03623333,77.52536638
S R S (Tumkur RD),13.03451667,77.53038303
Goragunte Palya,13.02895,77.5399997
Yeshwantpur R M C,13.02056667,77.55251636
Govardhana Talkies,13.01775,77.55706636
Yeshwantapura,13.01816667,77.55849969
Carmel Convent (Jayanagara Eas,12.92703333,77.59293299
Sanjay Gandhi Hospital,12.92691667,77.59693299
Jayanagar Bus Station,12.92721666,77.58356634
Ashoka Pillar (Kankanapalya Rd,12.94365,77.58461634
Lalbagh West Gate (Minerva Cir,12.954,77.580033
Devaiah park Bus Stop,12.99658333,77.56238301
Shankar Matha Bus Stop,12.99626667,77.54008303
Basaveshwara Nagar Water Tank,12.99275,77.53876637
Basaveshwara Nagar 8th Main,12.98666666,77.55972191
Mariyappana Palya,12.99715,77.56038301
Harishchandra Ghat,12.99651667,77.56239968
Malleshwaram Circle Kuvempu Na,12.9943,77.57384968
Pipe line (Seshadripuram),12.99411667,77.57386635
Jayanagar East End,12.91696667,77.59686633
ITI Layout (MS Ramaiah Hospita,13.03383333,77.56861635
Kuvempu Circle,13.04376667,77.55781636
Doddabommasandra,13.05871667,77.55918302
Chamundeswari Layout,13.06478333,77.55949969
Vidyaranyapura 1st Block,13.07011667,77.55534969
Canara Bank (Vidyaranyapura),13.07006389,77.5553108
Vidyaranyapura Post Office,13.0763,77.55821636
Echala Mara (Vidyaranyapura),13.07959722,77.55926358
Vidyaranyapura Bus Station,13.08386667,77.56039969
Nagaland Stage,13.05596944,77.55750247
BEL Hospital,13.05008333,77.55751636
Malleshwaram 8th Cross,13.0003,77.56926635
Electronic City,12.84691667,77.67183294
Christ College,12.936,77.60741632
Lakkasandra,12.9441,77.59706633
Wilson Garden 10th Cross,12.94636667,77.59586633
Shanthinagar Bus Station,12.95441833,77.59233299
Corporation (Pallavi theater),12.96796667,77.59129966
Malleshwaram 6th Cross,12.99748333,77.56926635
Malleshwaram 15th Cross,13.00463333,77.57119968
TATA Institute Gate,13.01425,77.56698301
Ramaiah Hospital,13.02715,77.57173301
Dollars Colony (Devesandra),13.0362,77.56658301
BHEL circle,13.04606667,77.55661636
BHEL Hospital,13.04903333,77.55753302
Nanjappa circle,13.06895,77.55743302
BV Balige Circle,13.05593333,77.55786636
BEL Circle,13.04536667,77.55656636
Devasandra,13.03703333,77.56578301
M.S. Ramaiah Hospital,13.02716667,77.57174968
Sadashivanagar Police Station,13.01639166,77.5724219
TATA Institute,13.01441944,77.57090523
Malleshwaram 13th cross,13.00423333,77.56938301
Malleshwaram 10th Cross,13.00105,77.56926635
Malleshwaram circle,12.99825,77.56929968
Maharani collage,12.97711667,77.58556634
Subaiah Circle,12.96261667,77.59099966
Wilson Garden 12th Cross,12.94745,77.59813299
Cauvery  Bhavan,12.97373333,77.58151634
High Ground Police station,12.98368333,77.58849967
Mekhri Circle West,13.01482788,77.58339949
ESCORTS,13.09875,77.590433
Honnena halli,13.16288333,77.56594968
Sriramapura cross,13.1916,77.56323302
Suradevanapura Cross,13.20451667,77.55889969
Marasandra Cross,13.20778333,77.55728302
Mazar Hosahalli Cross,13.23411667,77.55056636
Doddaballapura Railway Station,13.27808333,77.55171636
Doddaballapura Govt hospital,13.2925,77.54423303
Doddaballapura Bus Station (Ol,13.2933,77.54221637
Doddaballapura Arali Katte Cir,13.29368333,77.5435997
Doddaballapura Industrial Area,13.28005,77.55161636
Navodaya/Bombay Ryan Factory,13.26931667,77.55213302
Bashettyhalli Bank,13.27021667,77.55206636
Yellapura/Mazar hosahalli Cros,13.25766667,77.55278302
Rajan kunte,13.18181667,77.56386636
Singanayakanahalli,13.1573,77.56721635
Avalahalli (Doddaballapur Rd),13.1443,77.56961635
Nagenahalli Gate,13.13145,77.57071635
C.R.P.F (Doddaballapur RD),13.12605,77.57368301
Ananthapura Gate,13.11500555,77.57895245
Puttenahalli,13.11033333,77.58011634
Railway Wheel Factory,13.10995,77.58021634
Kaveri Bhavan,12.97328333,77.58129967
Nanda Talkies,12.9334,77.58016634
Jayanagar 9th Main,12.91743333,77.583633
Kalyani Magnum JP Nagar,12.90131666,77.59496633
kalyani Magnum,12.90018333,77.59606633
R.V.Dental College,12.91101667,77.58569967
Jayanagar South End circle,12.93646666,77.58034967
R.V. Teachers colony,12.94443333,77.579983
Taj Residency (Trinity Circle),12.9734,77.61996632
Philips (RMZ Ulsoor Lake),12.98191667,77.62394964
Ulsoor,12.9791,77.62913297
Indiranagar Bus Depot,12.9826,77.63474964
N.G.E.F.,12.98783333,77.64979963
B Narayanapura (ORR),12.99536389,77.68455793
Mahadevapura (Cauvery Complex),12.99736667,77.6906496
Singayana Palya,12.99573333,77.69491626
ABB Centre,12.99305,77.70566625
Brigade Tech Park (ITPL),12.98753333,77.74056623
G.R.Tech,12.98686667,77.74324955
BPL (ITPL),12.9851,77.74843288
G.R.Tech (ITPL),12.98683333,77.74288288
Pattandura Agrahara,12.98893333,77.72719957
Big Bazar (ITPL),12.98795,77.73184956
Rajpalya (Whitefield RD),12.99111667,77.7211829
Hoody,12.99218333,77.71634958
Garudachar Palya,12.99376667,77.70194959
NGEF,12.98798333,77.65061629
Isolation Hospital,12.985,77.64329963
Indiranagar (Depot-6),12.9825,77.63506631
D'suoza Circle,12.96683333,77.60973298
Manipal Hospital,12.95972007,77.65074457
Varthur,12.939875,77.74741344
KKR School,12.93796666,77.74669955
Vinayaka Nagar,12.93635277,77.74479955
Gunjur,12.92097777,77.73466345
Ramagondanahalli,12.95704722,77.73906622
Tubarahalli,12.95571389,77.72264679
Rajeshwari (Old Airport RD),12.95906667,77.66253295
Shoollay Circle,12.96648333,77.60901632
BEML Layout (ITPL),12.96096667,77.71656625
AECS  Layout,12.96508333,77.71824957
CMRIT College (ITPL),12.96763333,77.71401625
Kundalahalli  colony,12.96981944,77.71262458
SAP Labs India,12.97773333,77.71486625
KTPO,12.97706666,77.72116624
Vaidehi (Depot-18),12.97658333,77.72689957
Sathya Sai Hospital,12.98421667,77.72896624
BSNL Office (Whitefield RD),12.99061666,77.75533288
Sri Sathya Sai Hospital,12.98345,77.72866624
SAP (ITPL),12.97756666,77.71491624
Manipal Center (Near M.G. RD),12.97548333,77.61393298
AladaMara (ORR),12.9755,77.50964971
Ambedkar College,12.96046667,77.50463305
Thegumbe Cross,12.96035,77.50501639
Vinayaka Layout 12th Cross,12.96001667,77.51490527
Vijayanagar,12.97215,77.53793303
Bhashyam Circle (Rajajinagar),12.984,77.55413302
Rajajinagar Bhashyam Circle,12.98381667,77.55411636
Rajajinagar 6th Block,12.97891667,77.55349969
Attiguppe,12.95768333,77.5339497
N.G.E.F Layout (Malathahalli R,12.96113333,77.51036638
Papareddy Palya,12.97183333,77.50763305
Temple (Mahalakshmi Layout),13.0085,77.54408302
Navarang Bus Stand,12.99628333,77.55138302
E.S.I. (Rajaji Nagar),12.99011667,77.55296636
Dr Rajkumar RD (Old Police Sta,12.9899,77.55561636
Ram Mandira,12.9863,77.55623302
St.Joseph College,12.97074722,77.60457466
Muneeshwara Temple,12.95646667,77.70901625
Kundalahalli,12.96521667,77.71839957
Rajajinagar Entrance,12.98441667,77.55721636
Rajajinagar old police station,12.98925,77.55439969
Basaveshwara College,12.9939,77.55266636
Navaranga,12.99831667,77.55099969
Mahalakshmi Layout Entrance,13.00766667,77.54849969
Mahalaxmi Temple,13.00828333,77.54531636
Mahalakshmi Layout Bus stop,13.01193333,77.54396636
Dasarahalli Kere,12.985,77.54516636
Okalipuram,12.98211667,77.56741635
Palandua Agrahar Gate,12.98788333,77.73374956
Wilson Garden,12.9516,77.59494966
Bangalore Dairy Circle (Christ,12.9365,77.60668298
Veerasandra,12.83995,77.67708293
Anekal Chandapura,12.80273333,77.70414958
Anekal Chandapura Circle,12.80135,77.70278291
Ramakrishnapura Gate,12.78523333,77.70184958
