Name,Latitude,Longitude
Mahendra Aarna bangalore,12.8348265,77.6910718
Mittal Elanza bangalore,13.1036043,77.6208274
Mantri Energia bangalore,13.0543825,77.6194839
Prestige Misty Waters phase 1 bangalore,13.046145,77.601622
Sobha Heritage bangalore,12.9312565,77.5290121
The County Address bangalore,12.8807869,77.7875912
Rohan Akriti bangalore,12.8904448,77.538187
Salarpuria Sattva Divinity bangalore,12.9403192,77.5252055
Casagrand Lorenza bangalore,13.099928,77.6331637
Premier Inspira Maplewood bangalore,12.9054239,77.6993194
Orchid Whitefield bangalore,12.9643023,77.7575018
The Central Regency Address bangalore,12.9210342,77.6706402
Ahad Excellencia bangalore,12.8825179,77.6905147
Janaadhar Shubha Phase II bangalore,12.7379428,77.7343688
Keerthi Royal Palms bangalore,12.8622252,77.6605814
Prestige Pine Wood bangalore,12.9312272,77.6345867
Durga Petals bangalore,12.9757699,77.6972803
Premier Inspira Maplewood bangalore,12.9054239,77.6993194
The Central Regency Address bangalore,12.9210342,77.6706402
Assetz Marq bangalore,13.0244172,77.7619875
Mana Tropicale bangalore,12.8800875,77.6928716
DSR Waterscape bangalore,13.0452085,77.6794603
Tata New Haven bangalore,13.1023847,77.441715
Total Environment Learning To Fly bangalore,12.9054503,77.5830406
Hiranandani Queensgate bangalore,12.8740261,77.6100293
Arge Urban Bloom bangalore,13.0259697,77.5329519
Prestige Bagamane Temple Bells bangalore,12.9307632,77.5217595
Brigade Exotica - Azure Tower bangalore,13.0443079,77.7450129
Celebrity Serenity bangalore,12.795757,77.650302
Prestige Tranquility bangalore,13.0655118,77.743832
Smart Homz Blue Bells bangalore,12.7851117,77.7770002
Brigade Caladium bangalore,13.0559515,77.596732
S2 Homes The Water Grove bangalore,12.8368015,77.6871048
Assetz 63 Degree East bangalore,12.8853283,77.7047401
CoEvolve Northern Star bangalore,13.081174,77.625001
Purva Sunflower bangalore,12.9758193,77.5570922
Upkar Oakland bangalore,12.7813035,77.7622283
Sashank Advaith bangalore,12.8917332,77.6816863
SMD Altezz bangalore,12.99911,77.7526073
Chowriappa Constellation bangalore,13.0547139,77.6465134
The Phoenix Mills Kessaku bangalore,13.0107038,77.5536372
Orchid Greens bangalore,13.0879221,77.6554441
Embassy Boulevard bangalore,13.1479839,77.6389992
Century Breeze bangalore,13.0958355,77.6011008
The Phoenix Mills Kessaku bangalore,13.0107038,77.5536372
Prestige Royale Gardens bangalore,13.1395085,77.5706395
Brigade Panorama bangalore,12.8870631,77.4537078
SJR Palazza City bangalore,12.9046539,77.6984995
Garuda Vista bangalore,12.9852446,77.6867056
Sri Nandana Royal bangalore,12.8337182,77.7014436
Vaishnavi North 24 bangalore,13.052728,77.597305
Prestige West Woods bangalore,12.9776982,77.5647402
Bren Champions Square bangalore,12.901324,77.7085945
Beverly Hills bangalore,12.8912793,77.5392322
Arge Helios bangalore,13.0654977,77.6515365
SOBHA Arena - The Park bangalore,12.8642033,77.53674
GK Tropical Springs bangalore,12.9846992,77.7761359
Gravity Nakshatra bangalore,13.073371,77.8041139
Brigade Cosmopolis - Phase 1 & 2 bangalore,12.9621546,77.7461421
Gopalan Olympia bangalore,12.8753163,77.4501207
Legacy Cirocco bangalore,13.087229,77.596148
Vajram Tiara bangalore,13.1377116,77.5693818
Century Ethos bangalore,13.0616882,77.5950079
Frontier Heights bangalore,12.9055155,77.6756456
Whitestone Rosario bangalore,13.013394,77.735935
Casagrand Royce bangalore,13.0095427,77.7301136
Sowparnika Purple Rose bangalore,13.0996181,77.8114343
Casagrand Esmeralda bangalore,12.8356242,77.7668846
Mahaveer Zephyr bangalore,12.900891,77.6193205
Valmark Orchard Square bangalore,12.870642,77.5860474
Purva Highland bangalore,12.8539676,77.5446017
Vasathi Avante bangalore,13.0606229,77.6222783
Brigade Lakefront - Amber Block bangalore,12.9789932,77.7113528
Vajram Elina bangalore,13.0781,77.6373728
Gopalan Lake Front bangalore,12.8377608,77.6764512
Shriram Southern Crest bangalore,12.9058075,77.5723024
Bavisha Urban Homes bangalore,12.8594994,77.765354
Mantri Serenity bangalore,12.8869436,77.5513736
Salarpuria Sattva Misty Charm bangalore,12.8638771,77.5432976
Hara Vijaya Heights bangalore,12.8634786,77.526696
ELV KingsLand bangalore,12.9694606,77.7414335
MBR Shangri La bangalore,12.9218502,77.4926026
Keya Homes The Green Terraces bangalore,12.8220091,77.6563314
SNN Clermont bangalore,13.0412129,77.6093979
Mahaveer Turquoise bangalore,12.8672756,77.6441932
TATA The Promont bangalore,12.9208104,77.5367614
NVT Life Square bangalore,12.9754639,77.7639204
Ozone WF48 bangalore,12.9954655,77.6948322
Sobha Royal Pavilion bangalore,12.8962858,77.702125
Saiven Siesta bangalore,12.8888172,77.7683326
Salarpuria Sattva Northland bangalore,13.082285,77.654127
Legacy Eldora bangalore,13.102545,77.623708
Pride Enchanta Phase II bangalore,12.9478889,77.5353712
Vriksha by Provident bangalore,12.9960104,77.4848412
Mahaveer Cygnet bangalore,13.1024979,77.617163
Mahaveer Palatium bangalore,12.7579595,77.6143312
Sashank Aavaas bangalore,13.1041866,77.5473949
Brigade Woods bangalore,12.9783211,77.7338514
Vaishnavi Oasis bangalore,12.8735596,77.5638325
Bren Woods bangalore,12.8617047,77.6832261
KVG Grandeur bangalore,13.0274574,77.6900306
Godrej Air bangalore,12.9886656,77.7118501
Bhartiya City Nikoo Homes II bangalore,13.085357,77.644525
KVG Grandeur bangalore,13.0274574,77.6900306
Vaishnavi Oasis bangalore,12.8735596,77.5638325
NCN Swasthi bangalore,13.0187542,77.6305949
Godrej Air bangalore,12.9886656,77.7118501
Sashank Aavaas bangalore,13.1041866,77.5473949
L&T Raintree Boulevard bangalore,13.0690275,77.5907992
Aparna Elina bangalore,13.0200021,77.5518105
Eden and Serene at Brigade Cornerstone Utopia bangalore,12.9344677,77.7439053
Bren Woods bangalore,12.8617047,77.6832261
DNR Casablanca bangalore,12.9941357,77.6892331
Suvastu Oak Leaf bangalore,12.8810346,77.7602039
Mahaveer Horizon bangalore,13.00245,77.708823
DSMAX SKYCLASSIC bangalore,12.8178837,77.6708954
Godrej Reserve bangalore,13.2417155,77.7137306
GR Elysium 3 bangalore,13.0000972,77.7514952
DSMAX SKYSCAPE bangalore,13.0550595,77.6830226
Shri Sai Mounika Park Vesta bangalore,13.0415694,77.6487652
Mahindra Lifespace Windchimes Phase II bangalore,12.88624,77.597681
Goyal Orchid Woods bangalore,13.0663138,77.6507041
Sai Charan Hill View bangalore,12.8904203,77.5148337
Prestige Kew Gardens bangalore,12.9481617,77.6809412
Deccan Habitat bangalore,13.029479,77.545092
Klassik Landmark Phase 2 bangalore,12.8956917,77.6775754
Sobha Morzaria Grandeur bangalore,12.9339158,77.6019266
Poorvi Shreenivasa Grand bangalore,12.885729,77.537075
DSMAX SAVERA bangalore,12.9060634,77.5403467
NVT Mystic Garden bangalore,12.7924016,77.7792542
GRC Subhiksha bangalore,12.8848843,77.6819939
Rohan Iksha bangalore,12.9266782,77.6990608
DNR Reflection bangalore,12.9240559,77.668665
Vaishnavi Serene bangalore,13.1241534,77.5672242
Uber Verdant bangalore,12.906937,77.699942
Aashrayaa Eternia bangalore,12.8842757,77.6279557
Tirumala Heights bangalore,12.878639,77.672014
Total Environment Pursuit of A Radical Rhapsody bangalore,12.99143,77.7205139
New Dawn bangalore,12.8640688,77.6979503
SJR Blue Waters bangalore,12.8847986,77.6675021
Salarpuria Sattva Opus bangalore,13.0445527,77.5088305
Embassy Lake Terraces bangalore,13.0499669,77.5933108
Yuva Eka bangalore,12.8759951,77.6421833
Grand Gandharva bangalore,12.9320964,77.5102245
LGCL New Life Villas bangalore,12.884808,77.685152
Reliaable Residenza bangalore,12.8656562,77.690064
NBR Trifecta bangalore,12.8381526,77.8432415
Cynosure White Spaces bangalore,12.9899643,77.7818536
Vaswani Walnut Creek bangalore,12.8935672,77.6938473
Reliaable Dollar Colony bangalore,12.8681733,77.6951194
The Lake View Address bangalore,12.833466,77.669921
Provident Rays Of Dawn bangalore,12.8816933,77.4716101
Godrej Eternity Life Plus bangalore,12.8561767,77.5418038
GAG Classic Amrutha bangalore,12.8750421,77.5439551
Peninsula Heights bangalore,12.915558,77.592652
The Address Makers Serenity bangalore,12.92781,77.632888
GR Regent Park bangalore,12.8551283,77.5936002
Purva 270 bangalore,12.9863396,77.6670031
Concorde Spring Meadows bangalore,13.064828,77.5051758
Emmanuel Heights bangalore,12.8921796,77.6738289
Salarpuria Sattva Greenage bangalore,12.9024372,77.6313115
Brigade Panorama Phase II bangalore,12.8870631,77.4537078
Total Environment In That Quiet Earth bangalore,13.0527303,77.677491
DSR White Waters Phase II bangalore,12.9174004,77.7168506
Salarpuria Sattva Senorita bangalore,12.9105194,77.6825606
Prestige Lake Ridge bangalore,12.8968323,77.5411672
Brigade 7 Gardens bangalore,12.895314,77.5302144
Godrej United bangalore,12.9943081,77.7044977
MJR Clique Hydra bangalore,12.8294758,77.6661048
Legacy Vivienda bangalore,13.1857708,77.6603103
Total Environment After The Rain bangalore,13.1573953,77.6016927
VBC Oracle Heaven bangalore,13.0730645,77.6437319
Assetz Soul & Soil bangalore,12.930827,77.538199
Bhartiya City Nikoo Homes bangalore,13.085357,77.644525
Purva The Sound Of Water bangalore,12.8505636,77.6019434
Sky Court bangalore,12.9418086,77.7023823
Brigade Exotica - Burgundy Tower bangalore,13.0443079,77.7450129
Vajram Esteva bangalore,12.9306574,77.6864719
Brigade Orchards Luxury Apartments bangalore,13.230003,77.7236208
Aratt Milano bangalore,12.8677967,77.6978713
Skanda Avani C99 bangalore,12.90952,77.724401
Brigade Altamont bangalore,13.0609295,77.6417051
Mana Foliage bangalore,12.834063,77.7426949
Brigade Meadows bangalore,12.8141256,77.5081942
Sansidh Galaxy bangalore,13.0658986,77.6239986
Myhna Maple bangalore,12.934066,77.741577
DSMAX STARRY bangalore,12.8288136,77.6511943
Brigade Bricklane bangalore,13.1003515,77.6320051
Orbis BVS Avenues bangalore,12.9582656,77.7466265
Arvind Skylands bangalore,13.0892362,77.6014
Prestige Jindal City bangalore,13.0542876,77.4840424
Orbis BVS Avenues bangalore,12.9582656,77.7466265
Aratt Premier bangalore,12.9813098,77.7095717
Vajram Esteva bangalore,12.9306574,77.6864719
Prestige Jindal City bangalore,13.0542876,77.4840424
Global Golden Pearl bangalore,12.787143,77.777111
Gopalan Sanskriti bangalore,12.9128816,77.4958233
Kolte Patil I TOWERS Exente bangalore,12.849516,77.669984
Venkat Windsor East bangalore,13.0375925,77.7082434
Provident Park Square Phase II bangalore,12.8636392,77.5406447
Svamitva Sylvia CIty bangalore,13.0530435,77.7619136
Sobha Silicon Oasis bangalore,12.867993,77.6612248
Disha Courtyard bangalore,12.974269,77.7568397
Krish Eirianwen bangalore,13.0183013,77.7252647
Mahaveer Celesse bangalore,13.1500949,77.6179438
Zonasha Paradiso bangalore,12.9754771,77.7038489
DSMAX SKYLISHCIOUS bangalore,12.834025,77.7865073
Saranya Soham bangalore,12.9492971,77.7166496
NYK Metro Urbano bangalore,12.8919021,77.6376131
Aratt Vivera bangalore,12.8687962,77.6258232
Sekhar Olympus bangalore,13.0311397,77.6579922
Ozone Urbana bangalore,13.2032646,77.6635981
GM Infinite E City Town Phase II bangalore,12.8192308,77.66407
The Gran Carmen Address bangalore,12.90064,77.711096
Hiranandani Glen Classic bangalore,13.0530787,77.5743451
Advaitha Aksha bangalore,12.9262427,77.6405757
Legacy Salvador bangalore,13.1201364,77.581033
Salarpuria Sattva Anugraha bangalore,12.9827531,77.5186374
Concorde Napa Valley bangalore,12.7861871,77.5123704
Salarpuria Sattva Aspire bangalore,13.083073,77.6543973
Brick N Land Garden and Skies bangalore,12.9085662,77.6446577
42 Queens Square bangalore,12.8525569,77.7825326
Assetz Earth & Essence bangalore,13.1480106,77.6416023
Salarpuria Sattva Aspire bangalore,13.083073,77.6543973
Mantri Webcity bangalore,13.0735045,77.6511247
Brigade Buena Vista Phase I bangalore,13.0639183,77.7397329
Shriram Greenfield Phase 2 bangalore,13.0708496,77.7512724
Rohan Upavan bangalore,13.0559341,77.6611702
SSB Urban Lotus bangalore,12.8671125,77.6862204
Pride Sunrise bangalore,12.8754555,77.6032484
SLV Pragathi Amber bangalore,12.8363904,77.6977372
SKS Garden bangalore,12.9715987,77.5945627
Bhartiya City bangalore,13.0832763,77.6423729
Assetz Marq Phase 2 bangalore,13.0244172,77.7619875
Surbacon Aspen bangalore,13.0861508,77.6240355
Artha Emprasa Startup City bangalore,13.119653,77.802262
M1 Terra Alegria bangalore,13.1042593,77.7748724
Banashree Arka Forest View bangalore,12.7425352,77.6683509
Godrej Aqua bangalore,13.1461447,77.6376119
SLV Central park bangalore,13.0371494,77.7517183
Sobha Palm Court bangalore,13.1041146,77.6062964
MJR Clique Hercules bangalore,12.8297958,77.6660848
Klassik Landmark bangalore,12.8956917,77.6775754
Subhams Antique City bangalore,13.0468846,77.7523614
Kritan Iris bangalore,12.8361701,77.6966127
Vaishno Solitaire bangalore,13.011668,77.6712713
Purva Whitehall bangalore,12.9170738,77.6722151
Countryside Raindance bangalore,12.832239,77.6595798
Meda Eternity bangalore,13.0289204,77.7079727
Shriram Blue bangalore,13.0166354,77.7281167
Aakruti Amity  bangalore,12.8340825,77.6950016
Shriram Blue bangalore,13.0166354,77.7281167
Adonis Plots bangalore,13.2320575,77.7402329
Aakruti Amity  bangalore,12.8340825,77.6950016
Hilife Greens bangalore,12.9303537,77.7302936
Prestige Deja Vu bangalore,12.9957229,77.6079918
Brigade Parkside East bangalore,12.9026133,77.7018458
Sobha City bangalore,13.077151,77.6382007
SV Spring Woods bangalore,12.8634456,77.532143
Home Town The Address bangalore,12.9382404,77.6871472
HM Crescendo bangalore,12.9886925,77.5941112
Supertech Micasa bangalore,13.097949,77.644494
Arvind Oasis bangalore,13.046621,77.502508
Century Central bangalore,12.8917718,77.565457
Geown Oasis bangalore,12.8826228,77.7831451
Shriram Codename Break Free bangalore,12.832357,77.7028035
Purnima Palmgrove bangalore,12.963659,77.6146487
Peninsula Solitaire bangalore,12.8657356,77.8052447
Elite Sai Gardens bangalore,13.280901,77.7262083
Bren Northern Lights bangalore,13.094024,77.6091061
Eshwaree Orchids bangalore,12.9715987,77.5945627
Orchid Piccadilly bangalore,13.0862364,77.6326754
Confident Sagitta bangalore,12.903687,77.7170089
VRR Golden Enclave bangalore,12.8236447,77.6529909
Saket Callipolis bangalore,12.9095176,77.68542
Aditya Palm Grove bangalore,12.9665264,77.6139089
Sobha City Santorini bangalore,13.0760867,77.6364212
Adarsh Citrine bangalore,12.8954456,77.5884526
Prestige Leela Residences bangalore,12.9604699,77.6500106
Sruthika Springfields bangalore,13.0776893,77.5385716
Assetz Here & Now bangalore,12.9136256,77.6382753
SNN Raj Grandeur bangalore,12.9025603,77.6247599
Mahaveer Jasper bangalore,12.8827394,77.5861908
Prestige Royal Garden 1 bangalore,13.1395085,77.5706395
Essem18 Poetree bangalore,12.9066586,77.6795801
SS Vrudhi bangalore,12.8623542,77.5286683
Subha 9 Sky Vue bangalore,12.7595383,77.7026349
Ajmera Lugaano bangalore,13.1097661,77.5587431
Umiya Woods Apartment bangalore,12.9752279,77.7452412
VSR Rejoice bangalore,12.9715987,77.5945627
V K Krishna Gardenia bangalore,12.8780046,77.5485323
Peram's Eco City bangalore,13.130345,77.8254697
SJR Hamilton Homes bangalore,12.8654578,77.6976643
GM Infinite Daffodils bangalore,13.0617529,77.507
Prestige White Meadows bangalore,12.9751074,77.7527258
Celebrity Natures Habitat bangalore,12.8161591,77.7928212
Kolte Patil Mirabilis bangalore,13.031804,77.661173
KNS Ojas bangalore,12.947932,77.445078
Provident Park Square Phase I bangalore,12.8636392,77.5406447
Keerthi Regalia bangalore,12.9103529,77.6846989
ND Magnolia Apartment bangalore,12.9745516,77.7679833
Brigade Atmosphere bangalore,13.2661949,77.7388028
Land Capital Primero bangalore,12.905134,77.7048731
SSVR Iris bangalore,12.9401171,77.7336308
Camellia Pride bangalore,12.9334857,77.7485129
Trinco Nandanavana bangalore,12.9147753,77.6041391
North Gardens bangalore,12.9715987,77.5945627
Lotus Petals bangalore,12.8572384,77.5989777
Soni Tranquil bangalore,12.9001488,77.5926141
Taapasi Rosevista bangalore,13.1251357,77.6450215
SVR Green Woods bangalore,12.9478872,77.7224729
SD Aashrita bangalore,43.9695148,-99.9018131
Sidvin Grace Apartment bangalore,12.960705,77.4971036
SJR Hamilton Homes bangalore,12.8654578,77.6976643
Trinco Nandanavana bangalore,12.9147753,77.6041391
North Gardens bangalore,12.9715987,77.5945627
Lotus Petals bangalore,12.8572384,77.5989777
Kolte Patil Mirabilis bangalore,13.031804,77.661173
Prestige Lakeside Habitat bangalore,12.9299576,77.7401083
Provident Park Square Phase I bangalore,12.8636392,77.5406447
Brigade Atmosphere bangalore,13.2661949,77.7388028
Prestige Fontaine Bleau bangalore,12.9757829,77.7417992
Vasundra Krishnashreya bangalore,12.9797094,77.4993114
SSVR Iris bangalore,12.9401171,77.7336308
Assetz Leaves & Lives bangalore,12.8864479,77.7051471
Soni Tranquil bangalore,12.9001488,77.5926141
SVR Green Woods bangalore,12.9478872,77.7224729
Samruddhi Nandana bangalore,13.0021832,77.7276819
Green City Eutopia bangalore,12.9097565,77.6099162
RS Sanchike bangalore,12.9232226,77.4780692
Brigade Buena Vista Phase II bangalore,13.0639183,77.7397329
Dhruv Paradise bangalore,12.9027777,77.6837666
Ahad Euphoria bangalore,12.8964286,77.7080676
Pramuk MM Meridian bangalore,12.93025,77.5751633
Saideep Hulas bangalore,13.0416462,77.7436449
Adarsh Tranqville bangalore,13.0779618,77.6533609
Adithya Tranquil bangalore,13.1207272,77.6080072
Prestige Summer Fields bangalore,12.9231407,77.6967126
Mahaveer Carnation bangalore,12.9666845,77.599546
Sanvi Sankalpam bangalore,12.9697226,77.7713555
MBR Suave bangalore,13.0073616,77.7506585
The Five Summit Address bangalore,12.985145,77.726751
Brigade Lakefront Blue bangalore,12.9789932,77.7113528
Royale Township bangalore,13.087926,77.4458392
Damden Vivo bangalore,12.8001258,77.7830215
Shri Balaji Ocean bangalore,12.839761,77.7256322
RR Roshan Platinum bangalore,12.8840635,77.6056889
Sekhar Casa Bianca bangalore,12.9387133,77.7162381
Concorde Epitome bangalore,12.8378157,77.6940515
KR Grand View Heights bangalore,13.0191483,77.672857
Assetz East Point bangalore,12.9212968,77.6945395
Trillium Apartment bangalore,12.867074,77.690808
Legacy Calista bangalore,13.111337,77.5681996
Purva Zenium bangalore,13.1460926,77.6389257
JRC Palladio bangalore,12.8275997,77.7729567
Sowparnika Tharangini bangalore,12.8831728,77.7877736
Expart The Wisdom Tree bangalore,13.0610879,77.6397579
Legacy Saviero bangalore,13.0239094,77.6618851
Godrej Eternity bangalore,12.8570477,77.5407321
Sri Balaji Monarch bangalore,12.9050736,77.704743
Sumadhura Eden Garden bangalore,13.0283684,77.7506927
Asset Arcadia bangalore,12.8249955,77.7556354
Sanjana Supreme bangalore,12.8821041,77.6198368
Embassy Edge bangalore,13.2459154,77.7145355
Lennar Edifice bangalore,12.9779258,77.7370902
MV Vajra Value Plus bangalore,12.879664,77.5523167
Sipani Bliss 1 bangalore,12.7808199,77.7239959
V Venture Essence bangalore,12.8921457,77.5902232
Sowparnika Indraprastha bangalore,12.9865162,77.822102
Pavani Divine bangalore,12.9831056,77.7181327
Bluejay Atmosphere bangalore,13.026091,77.481328
Vikas Hills View Meadows bangalore,12.896422,77.5299197
Bluejay Atmosphere bangalore,13.026091,77.481328
Pavani Divine bangalore,12.9831056,77.7181327
Bhartiya City 2 bangalore,13.0832763,77.6423729
Sanjana Supreme bangalore,12.8821041,77.6198368
V Venture Essence bangalore,12.8921457,77.5902232
Total Environment The Magic Faraway Tree Phase II bangalore,12.8596021,77.5298378
SLV Diamond bangalore,13.0375445,77.6358926
TooGoodHomes by Provident bangalore,13.0831589,77.6194189
SLV Lakshmi Narayana Nilaya bangalore,12.997227,77.621871
Chariot Windsor Castel bangalore,12.8595114,77.7685616
Citrus Florence bangalore,12.9715987,77.5945627
Dhiraan Newyork Meadows bangalore,12.7879805,77.7116203
Inner Spaces Meadow In The Sun bangalore,12.8982134,77.6726237
ND Around The Mangoes bangalore,12.9099636,77.6045095
Amigo Estella bangalore,13.0608351,77.6330036
SLV Magnum bangalore,12.9108838,77.6242128
Navami Funique bangalore,12.8695931,77.6546046
Bluejay Nine Forum bangalore,12.8645663,77.6401304
Pionier Lifestyle bangalore,12.8728757,77.6959513
Purva Midtown Residences bangalore,12.9996774,77.6663724
Aratt Firenza bangalore,12.8291828,77.6619456
Grand Duke Villas bangalore,12.7609104,77.6963918
Sowmya Shailam bangalore,12.9437506,77.5737599
A Peace Paramount bangalore,13.1141821,77.5666558
Sobha Morzaria Grandeur Phase II bangalore,12.9339158,77.6019266
Patel Smondoville bangalore,12.8219467,77.6577455
Arsis Green Hills bangalore,13.019059,77.707093
Purva Westend bangalore,12.89072,77.6383746
Maarq Alpha bangalore,12.9144324,77.7021837
Patel Smondoville bangalore,12.8219467,77.6577455
Pashmina Lagoon Residences bangalore,13.0754163,77.7242591
Arsis Green Hills bangalore,13.019059,77.707093
Columbia Belleza bangalore,12.8711086,77.5780753
Bren Trillium bangalore,12.8661314,77.6664154
Nitesh Caesars Palace bangalore,12.8776451,77.546492
Patel Smondo 2 bangalore,12.8217185,77.6598477
Godrej Woodsman Estate bangalore,13.0544261,77.5960248
Prestige Park Square bangalore,12.8469172,77.5878452
VRR Nest bangalore,12.8639934,77.6629466
Sizzle Gold Coast bangalore,13.0161167,77.6599252
Sobha HRC Pristine bangalore,13.0679382,77.6059904
Shoban Silver Domicile bangalore,13.0626596,77.6278831
VBHC Palmhaven Phase II bangalore,12.8823501,77.4722966
NCC Urban Green Province bangalore,12.866571,77.7720839
Incor Carmel Heights bangalore,12.9608801,77.7477855
Hatha Coco Nest bangalore,12.9452912,77.6788233
The Magic Faraway Tree bangalore,12.859542,77.5299544
Hiranandani Evita bangalore,12.8760537,77.6121874
Midtown Raaga bangalore,13.0045009,77.7300865
Ambika Arcade bangalore,13.236074,77.7267615
Bren Paddington bangalore,12.9184653,77.6758485
Master Classic Residency bangalore,13.0925662,77.5998497
Avanti by Shriline bangalore,12.7101547,77.7072491
Purva Coronation Square bangalore,12.8953453,77.5795323
Krishna Greens North Pride bangalore,13.270314,77.619116
Adarsh Palm Retreat Mayberry bangalore,12.9164497,77.6942608
Garuda Royal Homes bangalore,13.0151889,77.7057087
Provident WelWorth City bangalore,13.2293032,77.5480973
Adiga 100 trees bangalore,12.9185092,77.5940323
Purva Coronation Square bangalore,12.8953453,77.5795323
Nitesh Rio bangalore,12.8631579,77.535788
Urban Eco Space bangalore,12.8318138,77.798139
Adarsh Palm Retreat Mayberry bangalore,12.9164497,77.6942608
Garuda Royal Homes bangalore,13.0151889,77.7057087
Prestige Royal Garden 2 bangalore,13.1395085,77.5706395
Godrej Reflections bangalore,12.9118913,77.668165
Prestige Kenilworth bangalore,12.9902606,77.5961311
Adiga 100 trees bangalore,12.9185092,77.5940323
Iconest 3 bangalore,12.8011407,77.6796032
Disha Central Park bangalore,12.9376923,77.713246
Sumadhura Nandanam bangalore,12.9905248,77.7139077
Purva Seasons bangalore,12.9878209,77.6668541
Maarq Vista bangalore,13.410396,77.7150976
Icon Sanctuary bangalore,12.8554461,77.809677
Adarsh Pinecourt bangalore,13.0837992,77.6619215
Ajmera Nucleus bangalore,12.851016,77.6807465
Whitestone Florenso bangalore,13.059249,77.762768
Unicon North Brooks 46 bangalore,13.1042012,77.5561585
KBR Elite bangalore,13.048417,77.6061279
CMRS Mulberry Mist bangalore,12.9450837,77.7524506
Brigade Orchards Juniper bangalore,13.2264186,77.723767
Ramky One North bangalore,13.1361505,77.5706196
Icon Laurels bangalore,12.7998369,77.6793722
Ambika Anjanadri Layout bangalore,13.0027226,77.6612167
Fortuna Acacia bangalore,13.0698679,77.5869958
G Corp Residences bangalore,12.9303569,77.6365973
Arya Hamsa bangalore,12.8599997,77.5745195
Northern Destiny bangalore,13.1000006,77.6337199
Bren Palms bangalore,12.8911424,77.6447601
Roma Epicurean bangalore,12.9671,77.7347721
CMRS Mulberry Mist bangalore,12.9450837,77.7524506
Manar Pureearth bangalore,12.8667734,77.7872346
Adarsh Premia bangalore,12.920315,77.5616
VRR Fortuna bangalore,12.9048311,77.7029081
Gina Shalom bangalore,13.0184845,77.7079185
Alembic Urban Forest bangalore,12.9853338,77.7609677
Northern Destiny bangalore,13.1000006,77.6337199
Bren Palms bangalore,12.8911424,77.6447601
TG Epitome bangalore,12.8671517,77.6898081
Ambiience Aamby City bangalore,13.1319198,77.8187924
NVT Arcot Vaksana bangalore,12.8536467,77.7840279
Uniidus Breeze bangalore,12.944991,77.711179
Marvel Sequoia bangalore,12.9853863,77.7591065
Raja Aristos bangalore,12.8639286,77.5981177
Swathi Magnolia bangalore,12.9715987,77.5945627
LGCL Happy Days bangalore,13.0764068,77.6659443
Reliaable Dollar Colony Phase II bangalore,12.8608338,77.6734677
Skylark Dasos bangalore,13.062335,77.665454
Aswani Sunshine bangalore,12.8350619,77.7735794
Vaswani Menlo Park bangalore,12.9492007,77.717493
SNN Raj GreenBay bangalore,12.852932,77.678469
